Text,Date,label
Venture debt investments have picked up pace over the past five years in the country,19-06-2022,Neutral
Regulatory norms mandate banks to use Swiss Challenge method of auctioning when selling loans of ₹100 cr and above,19-06-2022,Neutral
Two wheeler manufacturer Bajaj is all set to introduce a new 250cc motorcycle in the Indian market- Pulsar 250 Eclipse edition.,19-06-2022,Neutral
"Greenlam Industries Ltd is a small-cap company in the building material category with a market cap of ₹3,603 Cr.",19-06-2022,Neutral
"In times of ‘shrinkflation’, our guide on what has been and what can be done.In May, urban inflation in India came in at 7.1% and rural inflation at 7%. Kerala had the lowest inflation at 4.8% while the highest was in Telangana—9.5%",19-06-2022,Neutral
"A well-maintained luxury car is now available in the market for less than half of what its owner might have paid. The attractive price tag is one of the main reason behind the rising popularity of this segment. Here we have a video where luxury cars from Land Rover, BMW and Volkswagen Beetle are available for sale at attractive prices.",19-06-2022,Positive
"At Customer Day, the Bhavish Aggarwal, CEO of Ola teased three new electric cars in the presentation. The manufacturer would be revealing more about the upcoming electric vehicles on the 15th of August.",20-06-2022,Neutral
Promoter Sanjay Gupta denies all allegations,20-06-2022,Neutral
"Multiple forces have been pulling the Indian rupee down, including the exit of foreign portfolio investors, the rising cost of international crude oil prices, and a strong dollar. Mint explains the implications of the decline in the Indian currency.",20-06-2022,Negative
"Move likely to raise competition, access to affordable health insurance",20-06-2022,Positive
South Korean car manufacturer Hyundai is all set to introduce its next MPV-Hyundai Stargazer across the globe very soon.,20-06-2022,Neutral
RBI said that prepaid payment instrument providers — largely e-wallets — are not allowed to offer non-bank credit lines.,20-06-2022,Neutral
"In a circular issued on Monday, the market watchdog has directed the stock brokers to tag all the demat accounts in different categories. The above move is with a view to know for what purpose has a demat account been open by the stock brokers Get more Markets News and Business News on Zee Business.",20-06-2022,Neutral
"The NFT brought in over $100,000 to support Ukraine's war efforts against Russia, boosting a $135 million crypto fundraising total to date.",20-06-2022,Neutral
"After a weekend of ruthless losses, the correction appears to have paused. Bitcoin reclaimed $20,000 on Sunday after a bloodbath a day",20-06-2022,Neutral
"Tata Steel imported about 75,000 tonnes of coal from Russia in the second half of May, reports say, weeks after pledging to stop doing business with Russia",20-06-2022,Neutral
Kia Sonet sales have surpassed the 1.5 lakh mark in under two years since its launch accounting for a third of total Kia India sales.,21-06-2022,Positive
Nothing will stop Tesla/SpaceX CEO Elon Musk from publicly voicing his support for meme king Dogecoin (DOGE).,21-06-2022,Neutral
NSDL’s plans to go public come at a time demat account openings have exploded due to the post-covid rally in stock markets,21-06-2022,Negative
"HDFC Bank, the country's largest private lender, is aiming to move its payments module away from its current core banking platform.",21-06-2022,Neutral
After Iraq and Saudi Arabia Russia has become the 4th largest petroleum supplier for India with exports worth $1.3 bn in April.,21-06-2022,Neutral
"Exclusive to Kitco News, technical analyst Gary Wagner provides a daily recap of what happened in the gold market, highlighting important events that captured investors' attention during the U.S. trading session. Wagner's commentary features a mix of fundamental news and technical analysis, noting important support and resistance levels.",21-06-2022,Neutral
"New-gen Hyundai Tucson will make its local debut on July 13, 2022 and it gets a whole host of changes inside and out",21-06-2022,Neutral
"Says its liquid foreign reserves stand at $8.99bn, denies suspension of import payments.",21-06-2022,Neutral
"In the short-term, Wood suggests that investors should sell stocks on a rally. The bet for a sustained equity market rally before 2022 end is a possible change in the US Fed's language, he said",21-06-2022,Neutral
"In his prepared remarks before the Senate Banking Committee, Powell reiterated that ongoing increases in the policy rate would be appropriate, but the pace of the changes will continue to depend on the incoming data and the evolving outlook for the economy",22-06-2022,Neutral
"For a monthly investment of ₹1 lakh, your corpus could reach ₹3.2 crore, and for a monthly investment of ₹2 lakh, you will be able to accumulate ₹5.43 crore at the end of 10 years",22-06-2022,Neutral
The Kia Sonet which is one of the top selling sub 4m SUV in India has crossed the sales of 1.5 lakh units in the country.,22-06-2022,Positive
"On Monday, the RBI said prepaid payment instruments (PPIs) must not be loaded through credit lines from non-bank lenders, sending the wallet and buy-now-pay-later industry into confusion. Mint explains the RBI circular and the impact on fintechs.",22-06-2022,Neutral
"Bajaj Pulsar N160 has been launched in India, featuring nearly identical design and equipment to Pulsar N250 but a smaller engine",22-06-2022,Neutral
"Shareholders of BSE Ltd, CAMS, Happiest Minds, Alufluoride, and Nath Bio-Genes ought to be notified that these stocks will go ex-dividend on June 23, 2022, the next day or tomorrow.",22-06-2022,Neutral
The companies had sought to tackle over-capacity and other challenges in the steel industry via the joint venture but the European Commission said the deal could result in price hikes.,22-06-2022,Positive
"Bengaluru Preceded by much hype, IKEA, the Swedish furniture conglomerate, opened its third store in",22-06-2022,Neutral
"Exclusive to Kitco News, technical analyst Gary Wagner provides a daily recap of what happened in the gold market, highlighting important events that captured investors' attention during the U.S. trading session. Wagner's commentary features a mix of fundamental news and technical analysis, noting important support and resistance levels.",22-06-2022,Neutral
Shiba Inu holders continue to burn as much supply as they can but to no avail since the bearish market has destroyed their...,22-06-2022,Negative
The options market is showing that traders are starting to think oil could be as much as 25% lower by the end of this year.,23-06-2022,Negative
Kawasaki Motors is all set to launch the updated version of the Ninja 400 (BS6) in India on June 24 and is expected to cost around Rs 5 lakh.,23-06-2022,Neutral
200-500cc Bike Sales May 2022 - Bajaj NS And RS 200 Take The 4th Spot. Honda H'ness CB350 And CB350RS Record Highest YoY Growth,23-06-2022,Positive
"Following the circular by the RBI barring non-banks to load credit in e-wallets, several fintech’s have temporality halted few services and started compliance.",23-06-2022,Neutral
Senior Technical Analyst Jim Wyckoff prepares investors with an overview of how the markets opened and closed. What moved metal prices? How do the technicals look? By looking at important developments,23-06-2022,Neutral
"""Russia oil now makes up 10 percent of India’s oil import basket in April. It is now among the top 10 suppliers,"" a senior government official said on Thursday.",23-06-2022,Neutral
"Bitcoin could stay below near-$70,000 peak for next two years after latest crypto market sell-off: CZ",23-06-2022,Negative
"As of March 31, 2022, Rakesh Jhunjhunwala's shareholding in Indian Hotels is to the tune of 1,57,29,200 equity shares, or 1.11%. He also holds 1,42,87,765 equity shares or 1.01% in the company through his wife Rekha Jhunjhunwala, as per the shareholding pattern.",23-06-2022,Neutral
The central bank said that regulated entities (REs) will not require prior approval from the RBI for the outsourcing of IT and IT-enabled services,23-06-2022,Neutral
"In its intervention application, Amazon argued that 26 banks led by BoI colluded with FRL to deny the company its rights",23-06-2022,Neutral
